MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOBP_EPOXIDE_METABOLIC_PROCESS	GO:0097176	epoxide metabolic process
GOBP_RUFFLE_ASSEMBLY	GO:0097178	ruffle assembly
GOBP_AMELOGENESIS	GO:0097186	amelogenesis
GOBP_DENTINOGENESIS	GO:0097187	dentinogenesis
GOBP_APOPTOTIC_SIGNALING_PATHWAY	GO:0097190	apoptotic signaling pathway
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO:0097191	extrinsic apoptotic signaling pathway
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO:0097193	intrinsic apoptotic signaling pathway
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	GO:0097194	execution phase of apoptosis
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	GO:0097197	tetraspanin-enriched microdomain
GOBP_HISTONE_H3_K36_TRIMETHYLATION	GO:0097198	histone H3-K36 trimethylation
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GO:0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	GO:0097200	cysteine-type endopeptidase activity involved in execution phase of apoptosis
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO:0097202	activation of cysteine-type endopeptidase activity
GOBP_RENAL_FILTRATION	GO:0097205	renal filtration
GOCC_ALVEOLAR_LAMELLAR_BODY	GO:0097208	alveolar lamellar body
GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	GO:0097210	response to gonadotropin-releasing hormone
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	GO:0097212	lysosomal membrane organization
GOCC_SPERM_CONNECTING_PIECE	GO:0097224	sperm connecting piece
GOCC_SPERM_MIDPIECE	GO:0097225	sperm midpiece
GOCC_SPERM_ANNULUS	GO:0097227	sperm annulus
GOCC_SPERM_PRINCIPAL_PIECE	GO:0097228	sperm principal piece
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	GO:0097237	cellular response to toxic substance
GOBP_CHROMOSOME_ATTACHMENT_TO_THE_NUCLEAR_ENVELOPE	GO:0097240	chromosome attachment to the nuclear envelope
GOBP_AMYLOID_BETA_CLEARANCE	GO:0097242	amyloid-beta clearance
GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	GO:0097250	mitochondrial respirasome assembly
GOCC_R2TP_COMPLEX	GO:0097255	R2TP complex
GOBP_SELF_PROTEOLYSIS	GO:0097264	self proteolysis
GOBP_OMEGA_HYDROXYLASE_P450_PATHWAY	GO:0097267	omega-hydroxylase P450 pathway
GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY	GO:0097278	complement-dependent cytotoxicity
GOBP_KERATINOCYTE_APOPTOTIC_PROCESS	GO:0097283	keratinocyte apoptotic process
GOBP_HEPATOCYTE_APOPTOTIC_PROCESS	GO:0097284	hepatocyte apoptotic process
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH	GO:0097300	programmed necrotic cell death
GOBP_RESPONSE_TO_ALCOHOL	GO:0097305	response to alcohol
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	GO:0097306	cellular response to alcohol
GOBP_PLASMA_MEMBRANE_TUBULATION	GO:0097320	plasma membrane tubulation
GOMF_7SK_SNRNA_BINDING	GO:0097322	7SK snRNA binding
GOBP_ZYMOGEN_INHIBITION	GO:0097341	zymogen inhibition
GOCC_RIPOPTOSOME	GO:0097342	ripoptosome
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	GO:0097345	mitochondrial outer membrane permeabilization
GOCC_INO80_TYPE_COMPLEX	GO:0097346	INO80-type complex
GOBP_AUTOPHAGOSOME_MATURATION	GO:0097352	autophagosome maturation
GOBP_PRENYLATION	GO:0097354	prenylation
GOCC_PERINUCLEOLAR_COMPARTMENT	GO:0097356	perinucleolar compartment
GOBP_CHORIONIC_TROPHOBLAST_CELL_PROLIFERATION	GO:0097360	chorionic trophoblast cell proliferation
GOCC_CIA_COMPLEX	GO:0097361	CIA complex
GOMF_MDM2_MDM4_FAMILY_PROTEIN_BINDING	GO:0097371	MDM2/MDM4 family protein binding
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	GO:0097381	photoreceptor disc membrane
GOCC_GLIAL_CELL_PROJECTION	GO:0097386	glial cell projection
GOBP_RESPONSE_TO_INTERLEUKIN_17	GO:0097396	response to interleukin-17
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	GO:0097411	hypoxia-inducible factor-1alpha signaling pathway
GOCC_LEWY_BODY	GO:0097413	Lewy body
GOCC_NEUROFIBRILLARY_TANGLE	GO:0097418	neurofibrillary tangle
GOBP_LIVER_REGENERATION	GO:0097421	liver regeneration
GOCC_TUBULAR_ENDOSOME	GO:0097422	tubular endosome
GOCC_MICROTUBULE_BUNDLE	GO:0097427	microtubule bundle
GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	GO:0097428	protein maturation by iron-sulfur cluster transfer
GOCC_MITOTIC_SPINDLE_POLE	GO:0097431	mitotic spindle pole
GOCC_DENSE_BODY	GO:0097433	dense body
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	GO:0097435	supramolecular fiber organization
GOCC_APICAL_DENDRITE	GO:0097440	apical dendrite
GOCC_BASAL_DENDRITE	GO:0097441	basal dendrite
GOCC_SORTING_ENDOSOME	GO:0097443	sorting endosome
GOCC_DENDRITIC_TREE	GO:0097447	dendritic tree
GOCC_ASTROCYTE_PROJECTION	GO:0097449	astrocyte projection
GOCC_ASTROCYTE_END_FOOT	GO:0097450	astrocyte end-foot
GOCC_HIPPOCAMPAL_MOSSY_FIBER	GO:0097457	hippocampal mossy fiber
GOBP_UBIQUITIN_DEPENDENT_GLYCOPROTEIN_ERAD_PATHWAY	GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway
GOBP_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GO:0097468	programmed cell death in response to reactive oxygen species
GOCC_RIBBON_SYNAPSE	GO:0097470	ribbon synapse
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO:0097472	cyclin-dependent protein kinase activity
GOBP_MOTOR_NEURON_MIGRATION	GO:0097475	motor neuron migration
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	GO:0097479	synaptic vesicle localization
GOBP_DENDRITE_EXTENSION	GO:0097484	dendrite extension
GOBP_NEURON_PROJECTION_GUIDANCE	GO:0097485	neuron projection guidance
GOCC_MULTIVESICULAR_BODY_LUMEN	GO:0097486	multivesicular body lumen
GOMF_STRUCTURAL_MOLECULE_ACTIVITY_CONFERRING_ELASTICITY	GO:0097493	structural molecule activity conferring elasticity
GOBP_REGULATION_OF_VESICLE_SIZE	GO:0097494	regulation of vesicle size
GOBP_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	GO:0097499	protein localization to non-motile cilium
GOBP_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM	GO:0097500	receptor localization to non-motile cilium
GOBP_STRESS_RESPONSE_TO_METAL_ION	GO:0097501	stress response to metal ion
GOBP_MANNOSYLATION	GO:0097502	mannosylation
GOBP_SIALYLATION	GO:0097503	sialylation
GOCC_GEMINI_OF_COILED_BODIES	GO:0097504	Gemini of coiled bodies
GOCC_CARDIAC_MYOFIBRIL	GO:0097512	cardiac myofibril
GOCC_SPERM_PLASMA_MEMBRANE	GO:0097524	sperm plasma membrane
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	GO:0097526	spliceosomal tri-snRNP complex
GOBP_NECROPTOTIC_SIGNALING_PATHWAY	GO:0097527	necroptotic signaling pathway
GOBP_MYELOID_LEUKOCYTE_MIGRATION	GO:0097529	myeloid leukocyte migration
GOBP_GRANULOCYTE_MIGRATION	GO:0097530	granulocyte migration
GOBP_MAST_CELL_MIGRATION	GO:0097531	mast cell migration
GOCC_CILIARY_TRANSITION_FIBER	GO:0097539	ciliary transition fiber
GOCC_CILIARY_TIP	GO:0097542	ciliary tip
GOCC_CILIARY_BASE	GO:0097546	ciliary base
GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	GO:0097550	transcription preinitiation complex
GOBP_VACUOLE_FUSION	GO:0097576	vacuole fusion
GOBP_SEQUESTERING_OF_IRON_ION	GO:0097577	sequestering of iron ion
GOBP_LAMELLIPODIUM_ORGANIZATION	GO:0097581	lamellipodium organization
GOMF_CULLIN_FAMILY_PROTEIN_BINDING	GO:0097602	cullin family protein binding
GOMF_ANNEALING_ACTIVITY	GO:0097617	annealing activity
GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	GO:0097623	potassium ion export across plasma membrane
GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0097638	L-arginine import across plasma membrane
GOMF_CALCITONIN_FAMILY_RECEPTOR_ACTIVITY	GO:0097642	calcitonin family receptor activity
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	GO:0097646	calcitonin family receptor signaling pathway
GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	GO:0097648	G protein-coupled receptor complex
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	GO:0097651	phosphatidylinositol 3-kinase complex, class I
GOMF_STAT_FAMILY_PROTEIN_BINDING	GO:0097677	STAT family protein binding
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	GO:0097680	double-strand break repair via classical nonhomologous end joining
GOBP_HISTONE_H3_K4_MONOMETHYLATION	GO:0097692	histone H3-K4 monomethylation
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	GO:0097696	receptor signaling pathway via STAT
GOBP_CONNECTIVE_TISSUE_REPLACEMENT	GO:0097709	connective tissue replacement
GOBP_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	GO:0097711	ciliary basal body-plasma membrane docking
GOMF_DISORDERED_DOMAIN_SPECIFIC_BINDING	GO:0097718	disordered domain specific binding
GOBP_CALCINEURIN_MEDIATED_SIGNALING	GO:0097720	calcineurin-mediated signaling
GOBP_SPERM_MOTILITY	GO:0097722	sperm motility
GOCC_9PLUS2_MOTILE_CILIUM	GO:0097729	9+2 motile cilium
GOCC_NON_MOTILE_CILIUM	GO:0097730	non-motile cilium
GOCC_9PLUS0_NON_MOTILE_CILIUM	GO:0097731	9+0 non-motile cilium
GOBP_DE_NOVO_CENTRIOLE_ASSEMBLY	GO:0097742	de novo centriole assembly
GOMF_RNA_POLYMERASE_ACTIVITY	GO:0097747	RNA polymerase activity
GOMF_G_RICH_STRAND_TELOMERIC_DNA_BINDING	GO:0098505	G-rich strand telomeric DNA binding
GOBP_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	GO:0098528	skeletal muscle fiber differentiation
GOMF_LIGAND_ACTIVATED_TRANSCRIPTION_FACTOR_ACTIVITY	GO:0098531	ligand-activated transcription factor activity
GOBP_HISTONE_H3_K27_TRIMETHYLATION	GO:0098532	histone H3-K27 trimethylation
GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	GO:0098533	ATPase dependent transmembrane transport complex
GOBP_CENTRIOLE_ASSEMBLY	GO:0098534	centriole assembly
GOCC_DEUTEROSOME	GO:0098536	deuterosome
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	GO:0098542	defense response to other organism
GOBP_DETECTION_OF_OTHER_ORGANISM	GO:0098543	detection of other organism
GOCC_SIDE_OF_MEMBRANE	GO:0098552	side of membrane
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0098553	lumenal side of endoplasmic reticulum membrane
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
GOCC_CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	GO:0098562	cytoplasmic side of membrane
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GO:0098563	intrinsic component of synaptic vesicle membrane
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	GO:0098573	intrinsic component of mitochondrial membrane
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	GO:0098574	cytoplasmic side of lysosomal membrane
GOCC_LUMENAL_SIDE_OF_MEMBRANE	GO:0098576	lumenal side of membrane
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	GO:0098581	detection of external biotic stimulus
GOBP_CELLULAR_RESPONSE_TO_VIRUS	GO:0098586	cellular response to virus
GOCC_PLASMA_MEMBRANE_REGION	GO:0098590	plasma membrane region
GOCC_EXTERNAL_SIDE_OF_APICAL_PLASMA_MEMBRANE	GO:0098591	external side of apical plasma membrane
GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	GO:0098598	learned vocalization behavior or vocal learning
GOBP_CELL_CELL_ADHESION	GO:0098609	cell-cell adhesion
GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY	GO:0098631	cell adhesion mediator activity
GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY	GO:0098632	cell-cell adhesion mediator activity
GOMF_CELL_MATRIX_ADHESION_MEDIATOR_ACTIVITY	GO:0098634	cell-matrix adhesion mediator activity
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	GO:0098636	protein complex involved in cell adhesion
GOMF_COLLAGEN_BINDING_INVOLVED_IN_CELL_MATRIX_ADHESION	GO:0098639	collagen binding involved in cell-matrix adhesion
GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	GO:0098641	cadherin binding involved in cell-cell adhesion
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	GO:0098644	complex of collagen trimers
GOCC_BASEMENT_MEMBRANE_COLLAGEN_TRIMER	GO:0098651	basement membrane collagen trimer
GOBP_CATION_TRANSMEMBRANE_TRANSPORT	GO:0098655	cation transmembrane transport
GOBP_ANION_TRANSMEMBRANE_TRANSPORT	GO:0098656	anion transmembrane transport
GOBP_IMPORT_INTO_CELL	GO:0098657	import into cell
GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	GO:0098660	inorganic ion transmembrane transport
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	GO:0098661	inorganic anion transmembrane transport
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	GO:0098684	photoreceptor ribbon synapse
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GO:0098685	Schaffer collateral - CA1 synapse
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	GO:0098686	hippocampal mossy fiber to CA3 synapse
GOCC_CHROMOSOMAL_REGION	GO:0098687	chromosomal region
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	GO:0098688	parallel fiber to Purkinje cell synapse
GOCC_GLYCINERGIC_SYNAPSE	GO:0098690	glycinergic synapse
GOCC_DOPAMINERGIC_SYNAPSE	GO:0098691	dopaminergic synapse
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	GO:0098693	regulation of synaptic vesicle cycle
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GO:0098698	postsynaptic specialization assembly
GOBP_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	GO:0098700	neurotransmitter loading into synaptic vesicle
GOBP_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098704	carbohydrate import across plasma membrane
GOBP_GLUCOSE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098708	glucose import across plasma membrane
GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098711	iron ion import across plasma membrane
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098712	L-glutamate import across plasma membrane
GOBP_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098713	leucine import across plasma membrane
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098719	sodium ion import across plasma membrane
GOBP_MAINTENANCE_OF_CELL_NUMBER	GO:0098727	maintenance of cell number
GOBP_MACROMOLECULE_DEACYLATION	GO:0098732	macromolecule deacylation
GOBP_MACROMOLECULE_DEPALMITOYLATION	GO:0098734	macromolecule depalmitoylation
GOBP_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GO:0098735	positive regulation of the force of heart contraction
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0098739	import across plasma membrane
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules
GOBP_CELL_AGGREGATION	GO:0098743	cell aggregation
GOBP_BONE_CELL_DEVELOPMENT	GO:0098751	bone cell development
GOBP_DETOXIFICATION	GO:0098754	detoxification
GOBP_RESPONSE_TO_INTERLEUKIN_7	GO:0098760	response to interleukin-7
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GO:0098773	skin epidermis development
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	GO:0098779	positive regulation of mitophagy in response to mitochondrial depolarization
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	GO:0098780	response to mitochondrial depolarisation
GOBP_NCRNA_TRANSCRIPTION	GO:0098781	ncRNA transcription
GOBP_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	GO:0098787	mRNA cleavage involved in mRNA processing
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	GO:0098791	Golgi apparatus subcompartment
GOBP_XENOPHAGY	GO:0098792	xenophagy
GOCC_PRESYNAPSE	GO:0098793	presynapse
GOCC_POSTSYNAPSE	GO:0098794	postsynapse
GOCC_MEMBRANE_PROTEIN_COMPLEX	GO:0098796	membrane protein complex
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	GO:0098797	plasma membrane protein complex
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GO:0098798	mitochondrial protein-containing complex
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GO:0098799	outer mitochondrial membrane protein complex
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GO:0098800	inner mitochondrial membrane protein complex
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	GO:0098801	regulation of renal system process
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	GO:0098802	plasma membrane signaling receptor complex
GOCC_RESPIRATORY_CHAIN_COMPLEX	GO:0098803	respiratory chain complex
GOMF_NITRITE_REDUCTASE_ACTIVITY	GO:0098809	nitrite reductase activity
GOBP_NEUROTRANSMITTER_REUPTAKE	GO:0098810	neurotransmitter reuptake
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GO:0098813	nuclear chromosome segregation
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION	GO:0098814	spontaneous synaptic transmission
GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GO:0098815	modulation of excitatory postsynaptic potential
GOMF_BMP_RECEPTOR_ACTIVITY	GO:0098821	BMP receptor activity
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	GO:0098826	endoplasmic reticulum tubular network membrane
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	GO:0098831	presynaptic active zone cytoplasmic component
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	GO:0098833	presynaptic endocytic zone
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	GO:0098837	postsynaptic recycling endosome
GOBP_FOLATE_TRANSMEMBRANE_TRANSPORT	GO:0098838	folate transmembrane transport
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GO:0098839	postsynaptic density membrane
GOBP_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	GO:0098840	protein transport along microtubule
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	GO:0098843	postsynaptic endocytic zone
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	GO:0098844	postsynaptic endocytic zone membrane
GOCC_POSTSYNAPTIC_ENDOSOME	GO:0098845	postsynaptic endosome
GOMF_SEQUENCE_SPECIFIC_SINGLE_STRANDED_DNA_BINDING	GO:0098847	sequence-specific single stranded DNA binding
GOBP_INTESTINAL_LIPID_ABSORPTION	GO:0098856	intestinal lipid absorption
GOCC_MEMBRANE_MICRODOMAIN	GO:0098857	membrane microdomain
GOCC_ACTIN_BASED_CELL_PROJECTION	GO:0098858	actin-based cell projection
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO:0098862	cluster of actin-based cell projections
GOBP_BONE_GROWTH	GO:0098868	bone growth
GOBP_CELLULAR_OXIDANT_DETOXIFICATION	GO:0098869	cellular oxidant detoxification
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO:0098871	postsynaptic actin cytoskeleton
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	GO:0098876	vesicle-mediated transport to the plasma membrane
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE	GO:0098877	neurotransmitter receptor transport to plasma membrane
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	GO:0098878	neurotransmitter receptor complex
GOMF_STRUCTURAL_CONSTITUENT_OF_PRESYNAPTIC_ACTIVE_ZONE	GO:0098882	structural constituent of presynaptic active zone
GOBP_SYNAPSE_PRUNING	GO:0098883	synapse pruning
GOBP_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO:0098884	postsynaptic neurotransmitter receptor internalization
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO:0098885	modification of postsynaptic actin cytoskeleton
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	GO:0098888	extrinsic component of presynaptic membrane
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	GO:0098889	intrinsic component of presynaptic membrane
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GO:0098890	extrinsic component of postsynaptic membrane
GOBP_REGULATION_OF_ACTION_POTENTIAL	GO:0098900	regulation of action potential
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO:0098901	regulation of cardiac muscle cell action potential
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GO:0098902	regulation of membrane depolarization during action potential
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	GO:0098903	regulation of membrane repolarization during action potential
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	GO:0098908	regulation of neuronal action potential
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	GO:0098909	regulation of cardiac muscle cell action potential involved in regulation of contraction
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO:0098911	regulation of ventricular cardiac muscle cell action potential
GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO:0098914	membrane repolarization during atrial cardiac muscle cell action potential
GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	GO:0098917	retrograde trans-synaptic signaling
GOMF_STRUCTURAL_CONSTITUENT_OF_SYNAPSE	GO:0098918	structural constituent of synapse
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	GO:0098920	retrograde trans-synaptic signaling by lipid
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	GO:0098926	postsynaptic signal transduction
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	GO:0098927	vesicle-mediated transport between endosomal compartments
GOBP_DENDRITIC_TRANSPORT	GO:0098935	dendritic transport
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GO:0098936	intrinsic component of postsynaptic membrane
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	GO:0098937	anterograde dendritic transport
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	GO:0098943	neurotransmitter receptor transport, postsynaptic endosome to lysosome
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GO:0098945	intrinsic component of presynaptic active zone membrane
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0098948	intrinsic component of postsynaptic specialization membrane
GOBP_RECEPTOR_DIFFUSION_TRAPPING	GO:0098953	receptor diffusion trapping
GOBP_ANTEROGRADE_AXONAL_TRANSPORT_OF_MITOCHONDRION	GO:0098957	anterograde axonal transport of mitochondrion
GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO:0098960	postsynaptic neurotransmitter receptor activity
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO:0098962	regulation of postsynaptic neurotransmitter receptor activity
GOMF_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO:0098973	structural constituent of postsynaptic actin cytoskeleton
GOBP_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION	GO:0098974	postsynaptic actin cytoskeleton organization
GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	GO:0098976	excitatory chemical synaptic transmission
GOCC_GLUTAMATERGIC_SYNAPSE	GO:0098978	glutamatergic synapse
GOCC_CHOLINERGIC_SYNAPSE	GO:0098981	cholinergic synapse
GOCC_GABA_ERGIC_SYNAPSE	GO:0098982	GABA-ergic synapse
GOCC_NEURON_TO_NEURON_SYNAPSE	GO:0098984	neuron to neuron synapse
